"age","annualincome","calldroprate","callfailurerate","customersuspended","education","gender","homeowner","maritalstatus","monthlybilledamount","complaints","unpaidmonths","timetoexpiration","occupation","penaltytoswitch","lastmonthusage","unpaidbalance","usesinternetservice","usesvoiceservice","outsidecalls","totalcallduration","avgcallduration","churn"
69,10861,0.07,0.01,"Yes","Bachelor or equivalent","Male","No","Married",80,3,4,98,"Technology Related Job",88,70,120,"No","Yes",0.37,3740,748,"0"
20,39593,0.03,0.01,"Yes","High School or below","Female","No","Single",18,1,1,97,"Non-technology Related Job",126,227,67,"No","No",0.31,5116,730,"0"
12,198316,0.06,0,"Yes","Master or equivalent","Male","Yes","Single",34,0,1,41,"Others",207,396,48,"Yes","No",0.79,2717,543,"0"
34,44997,0.07,0.01,"Yes","High School or below","Female","Yes","Single",57,1,5,56,"Others",70,329,19,"No","No",0.94,3204,400,"1"
33,4294,0.04,0.01,"Yes","High School or below","Female","No","Single",108,0,7,58,"Others",146,43,5,"No","No",0.09,2912,485,"1"
26,125401,0.02,0.03,"Yes","Master or equivalent","Male","Yes","Single",95,2,0,21,"Non-technology Related Job",439,295,243,"No","No",0.23,2000,666,"1"
29,118341,0.07,0.01,"Yes","High School or below","Male","Yes","Single",62,3,3,4,"Non-technology Related Job",369,215,34,"No","No",0.94,4746,527,"0"
12,105776,0,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",108,2,5,81,"Others",226,207,167,"No","No",0.39,3301,660,"0"
42,29047,0.05,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",8,1,4,14,"Technology Related Job",43,212,34,"No","Yes",0.27,7379,737,"0"
39,120999,0.06,0,"Yes","High School or below","Female","No","Married",89,1,4,38,"Non-technology Related Job",56,354,185,"No","No",0.22,4830,966,"0"
34,202382,0.03,0.02,"Yes","Master or equivalent","Female","Yes","Single",111,3,3,18,"Non-technology Related Job",498,263,205,"Yes","No",0.82,1023,255,"0"
26,239570,0.02,0,"Yes","High School or below","Female","No","Single",74,2,7,70,"Non-technology Related Job",255,396,237,"No","No",0.73,1737,868,"0"
42,237599,0.04,0.01,"No","High School or below","Female","No","Married",82,0,4,10,"Technology Related Job",115,399,97,"No","No",0.94,2141,713,"0"
26,10954,0.01,0.02,"Yes","Master or equivalent","Female","Yes","Married",43,2,6,76,"Non-technology Related Job",445,227,89,"No","No",0.63,3384,564,"0"
42,140553,0,0,"Yes","High School or below","Male","Yes","Married",75,3,4,37,"Technology Related Job",360,227,220,"No","No",0.02,1914,957,"1"
57,195370,0.02,0,"Yes","High School or below","Female","Yes","Single",37,0,3,54,"Technology Related Job",283,288,181,"No","No",0.86,4889,977,"0"
57,241900,0,0.03,"Yes","High School or below","Female","Yes","Single",78,3,4,73,"Others",434,406,207,"No","No",0.71,4828,804,"0"
18,14359,0,0.01,"Yes","High School or below","Female","No","Single",115,2,2,72,"Non-technology Related Job",54,337,73,"No","No",0.18,1571,392,"1"
76,125142,0.05,0.01,"Yes","Bachelor or equivalent","Female","No","Married",6,0,5,75,"Others",422,437,192,"No","No",0.17,3675,612,"0"
28,66934,0.02,0.03,"Yes","High School or below","Male","Yes","Single",64,3,5,48,"Technology Related Job",302,319,207,"No","Yes",0.73,4962,620,"1"
28,41342,0.04,0.01,"Yes","High School or below","Female","No","Married",96,2,4,34,"Non-technology Related Job",109,360,44,"No","No",0.21,3299,824,"0"
66,119990,0.07,0.03,"Yes","High School or below","Female","Yes","Married",11,1,2,20,"Others",288,415,62,"No","No",0.61,1882,627,"0"
62,178069,0.05,0.02,"Yes","High School or below","Male","Yes","Single",8,2,5,75,"Non-technology Related Job",43,433,95,"No","No",0.03,4111,822,"0"
44,23384,0.04,0,"Yes","High School or below","Female","Yes","Married",7,1,5,84,"Technology Related Job",17,359,24,"Yes","No",0.18,3917,652,"0"
46,28424,0.05,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",56,3,5,11,"Non-technology Related Job",133,115,76,"No","No",0.44,5098,1019,"1"
36,94873,0.05,0,"Yes","Bachelor or equivalent","Female","Yes","Married",33,1,6,10,"Technology Related Job",22,123,214,"No","No",0.96,6645,738,"0"
77,181349,0.02,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",74,3,0,35,"Non-technology Related Job",182,447,123,"No","No",0.23,4483,896,"1"
27,127037,0.05,0,"Yes","High School or below","Female","No","Single",105,3,1,30,"Others",405,163,142,"No","No",0.84,4870,811,"0"
57,166092,0,0,"Yes","Bachelor or equivalent","Male","Yes","Single",106,1,7,11,"Technology Related Job",409,249,128,"Yes","Yes",0.02,3204,801,"0"
36,4382,0.07,0,"Yes","Bachelor or equivalent","Female","Yes","Married",60,1,5,70,"Non-technology Related Job",255,145,74,"No","No",0.27,296,296,"0"
30,156996,0.02,0.02,"Yes","High School or below","Female","Yes","Married",58,2,6,82,"Others",79,290,57,"No","No",0.09,3155,450,"1"
71,220838,0,0,"Yes","High School or below","Male","Yes","Married",33,2,0,10,"Non-technology Related Job",464,372,218,"No","No",0.93,6854,623,"0"
18,76822,0.06,0,"Yes","High School or below","Female","Yes","Single",14,1,1,60,"Non-technology Related Job",32,187,56,"No","No",0.57,139,139,"0"
27,230503,0.04,0.01,"Yes","Bachelor or equivalent","Male","No","Single",35,0,0,21,"Technology Related Job",79,154,73,"No","No",0.98,1951,325,"0"
52,241131,0.01,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",104,3,5,51,"Technology Related Job",24,216,27,"No","No",0.12,1460,292,"0"
58,32474,0.03,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",9,0,4,70,"Others",141,41,116,"No","No",0.14,564,564,"0"
53,4493,0.03,0.02,"Yes","Master or equivalent","Female","Yes","Single",94,3,3,21,"Non-technology Related Job",313,188,71,"No","No",0.66,3850,550,"0"
68,55625,0.02,0.03,"Yes","Master or equivalent","Male","Yes","Single",93,1,6,8,"Others",56,169,142,"No","No",0.18,3172,1057,"0"
21,40931,0,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",67,0,7,1,"Non-technology Related Job",320,240,32,"No","No",0.01,3516,879,"0"
68,167929,0.04,0.03,"Yes","High School or below","Male","No","Single",15,3,0,60,"Others",2,484,174,"No","No",0.11,4727,590,"1"
24,60355,0.02,0,"Yes","Master or equivalent","Female","Yes","Married",35,2,2,0,"Non-technology Related Job",406,461,212,"No","No",0.38,2736,684,"0"
76,64522,0.01,0.01,"Yes","PhD or equivalent","Female","Yes","Single",34,2,4,75,"Others",219,484,147,"No","No",0.55,1085,1085,"0"
13,160717,0.03,0.02,"Yes","High School or below","Female","Yes","Single",42,3,0,56,"Others",161,142,4,"No","No",0.68,1076,538,"0"
31,151914,0.05,0.02,"Yes","High School or below","Male","Yes","Single",64,0,5,67,"Non-technology Related Job",355,484,217,"No","Yes",0.57,1988,662,"0"
31,157067,0.05,0.01,"Yes","PhD or equivalent","Male","Yes","Married",93,2,5,99,"Non-technology Related Job",447,228,178,"No","No",0.03,3067,613,"0"
34,207910,0.07,0.02,"Yes","High School or below","Female","No","Married",2,3,3,34,"Technology Related Job",453,240,32,"No","No",0.9,3751,625,"1"
42,170575,0.06,0,"Yes","High School or below","Male","No","Single",104,3,3,87,"Non-technology Related Job",237,292,196,"No","No",0.33,6090,870,"1"
13,243097,0.01,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",84,3,3,46,"Others",417,159,17,"No","No",0.83,847,847,"0"
35,185721,0.07,0.02,"Yes","High School or below","Female","Yes","Single",72,3,2,38,"Non-technology Related Job",410,169,24,"No","No",0.04,2271,757,"1"
60,139415,0.02,0,"Yes","High School or below","Female","Yes","Single",12,3,1,97,"Others",333,359,72,"No","No",0.88,2302,460,"1"
54,153686,0.05,0.01,"Yes","High School or below","Male","Yes","Single",104,2,1,41,"Others",286,58,121,"No","No",0.69,5915,985,"0"
78,151697,0.05,0.02,"Yes","High School or below","Male","Yes","Married",41,2,3,9,"Others",445,175,203,"Yes","No",0.77,3891,778,"1"
78,21095,0.03,0.03,"Yes","High School or below","Male","Yes","Single",70,3,0,68,"Others",445,398,90,"No","No",0.45,7449,931,"1"
25,71651,0.03,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",35,0,6,54,"Others",239,57,67,"No","No",0.97,5560,794,"0"
68,105841,0.03,0.01,"Yes","High School or below","Male","Yes","Married",97,2,2,56,"Others",388,368,58,"No","No",0.35,4169,833,"0"
19,131333,0.03,0.03,"Yes","High School or below","Male","Yes","Single",89,3,4,28,"Others",477,115,103,"No","No",0.53,4969,993,"1"
48,102255,0.06,0.02,"Yes","High School or below","Male","Yes","Married",110,3,6,70,"Non-technology Related Job",312,499,36,"No","No",0.36,3603,720,"1"
22,168739,0.04,0.03,"Yes","High School or below","Male","Yes","Single",108,0,6,15,"Others",102,279,231,"No","No",0.15,5293,882,"0"
40,21811,0.02,0.01,"Yes","High School or below","Male","Yes","Single",73,1,4,72,"Technology Related Job",254,429,186,"No","No",0.63,2054,684,"0"
36,64404,0,0,"Yes","PhD or equivalent","Female","No","Married",108,3,1,60,"Technology Related Job",414,387,1,"No","No",0.08,1653,826,"1"
18,152500,0.05,0.02,"Yes","High School or below","Female","Yes","Single",89,3,0,21,"Non-technology Related Job",339,193,29,"No","Yes",0.82,6822,758,"0"
29,18783,0.03,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",50,1,2,15,"Technology Related Job",426,496,229,"No","No",0.5,81,81,"0"
15,107185,0.07,0.02,"Yes","High School or below","Female","Yes","Married",71,1,2,2,"Non-technology Related Job",288,157,3,"No","No",0.04,4578,572,"0"
15,243631,0.04,0,"Yes","Master or equivalent","Female","Yes","Married",52,2,0,59,"Technology Related Job",258,431,75,"No","No",0.58,2480,620,"1"
59,52685,0.06,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",21,2,1,64,"Non-technology Related Job",338,338,5,"Yes","No",0.23,2116,1058,"0"
46,85489,0.06,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",82,2,1,83,"Others",373,139,88,"No","No",0.17,1942,971,"0"
69,195158,0.06,0,"Yes","High School or below","Male","No","Married",113,0,1,83,"Non-technology Related Job",162,312,236,"No","No",0.24,3053,763,"1"
40,98494,0.07,0.01,"Yes","High School or below","Female","Yes","Single",41,3,1,41,"Non-technology Related Job",499,264,44,"Yes","No",0.22,3454,690,"0"
69,154454,0.02,0.01,"Yes","High School or below","Male","Yes","Single",45,0,4,85,"Others",237,26,221,"No","Yes",0.38,3914,782,"1"
40,113552,0.02,0.03,"Yes","High School or below","Female","Yes","Single",23,3,7,2,"Technology Related Job",104,317,222,"No","No",0.85,1597,532,"1"
18,46968,0.05,0.03,"Yes","High School or below","Female","Yes","Married",49,3,0,15,"Others",210,326,159,"No","Yes",0.73,1171,1171,"1"
42,140553,0,0,"Yes","High School or below","Male","Yes","Married",75,3,4,37,"Technology Related Job",360,227,220,"No","No",0.02,299,299,"1"
39,104321,0.01,0.01,"Yes","High School or below","Male","No","Married",13,0,4,63,"Non-technology Related Job",227,97,56,"No","No",0.21,2989,747,"1"
52,242023,0.07,0.02,"Yes","High School or below","Female","Yes","Married",16,3,4,53,"Technology Related Job",487,58,3,"No","No",0.26,4326,865,"1"
22,180763,0.02,0.02,"Yes","High School or below","Female","Yes","Single",49,1,5,81,"Technology Related Job",198,238,60,"No","No",0.98,5969,746,"0"
35,155552,0.07,0.02,"Yes","High School or below","Female","Yes","Single",108,3,7,93,"Others",74,289,244,"No","No",0.07,6001,600,"1"
53,5385,0.01,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",6,3,1,23,"Non-technology Related Job",276,30,47,"No","No",0.79,2970,424,"1"
13,44634,0.06,0.01,"Yes","High School or below","Female","Yes","Married",100,2,6,2,"Non-technology Related Job",201,206,201,"No","No",0.47,5294,882,"0"
67,248227,0.01,0.02,"Yes","High School or below","Male","Yes","Single",31,3,2,41,"Technology Related Job",61,462,51,"No","No",0.08,927,927,"1"
24,241993,0.07,0.02,"Yes","High School or below","Male","No","Single",8,2,2,73,"Technology Related Job",333,341,95,"No","No",0.07,2023,674,"0"
17,96739,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",37,1,5,62,"Technology Related Job",310,354,87,"No","No",0.33,5395,899,"1"
31,49916,0.03,0.01,"Yes","High School or below","Male","Yes","Married",80,2,2,80,"Non-technology Related Job",93,156,107,"No","No",0.56,4047,809,"0"
33,246384,0,0.01,"Yes","High School or below","Female","No","Married",109,0,4,26,"Others",220,172,106,"No","Yes",0.92,3510,877,"1"
53,155680,0.03,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",59,1,4,39,"Others",374,496,189,"No","No",0.69,1887,471,"0"
27,150488,0.04,0.03,"Yes","High School or below","Female","Yes","Single",64,1,2,51,"Others",51,369,183,"No","No",0.69,1020,510,"1"
19,3542,0.07,0.01,"Yes","High School or below","Female","No","Single",85,0,4,9,"Technology Related Job",436,240,102,"No","No",0.63,1504,501,"0"
78,196907,0.06,0.01,"Yes","High School or below","Male","No","Single",71,2,5,20,"Non-technology Related Job",145,445,212,"No","No",0.14,5425,775,"0"
55,5603,0.05,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",95,0,5,36,"Non-technology Related Job",103,283,223,"No","No",0.4,11672,778,"0"
68,41013,0.06,0.01,"Yes","High School or below","Female","Yes","Single",6,3,0,48,"Technology Related Job",183,287,202,"No","No",0.12,6221,777,"0"
31,175065,0.06,0.01,"Yes","High School or below","Female","No","Single",61,1,4,83,"Technology Related Job",229,334,74,"No","No",0.51,4029,1007,"0"
53,194617,0.04,0.02,"Yes","Master or equivalent","Female","Yes","Single",100,1,3,27,"Non-technology Related Job",114,262,198,"No","No",0.51,816,272,"0"
63,145923,0,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",6,3,6,28,"Others",361,279,196,"No","No",0.28,3825,765,"1"
70,108070,0.06,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",58,2,7,62,"Others",45,222,249,"No","Yes",0.19,2631,877,"1"
42,5597,0.05,0.01,"Yes","High School or below","Female","No","Single",50,3,3,93,"Technology Related Job",397,6,243,"No","No",0.42,6970,774,"1"
39,118933,0.05,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",100,3,3,23,"Technology Related Job",100,479,245,"No","Yes",0.27,3011,752,"1"
22,93675,0.02,0,"Yes","High School or below","Male","Yes","Married",114,2,3,60,"Non-technology Related Job",81,148,74,"No","No",0.94,2731,455,"0"
41,214893,0.02,0.02,"Yes","High School or below","Female","Yes","Single",101,3,5,95,"Technology Related Job",473,220,229,"No","No",0.57,3514,878,"0"
51,126815,0.07,0.01,"No","High School or below","Female","Yes","Married",70,2,1,7,"Non-technology Related Job",248,300,229,"No","No",0.95,1424,1424,"0"
20,134590,0,0,"Yes","High School or below","Male","Yes","Single",73,0,7,50,"Technology Related Job",167,188,203,"No","No",0.52,821,410,"1"
14,134250,0.07,0,"Yes","Master or equivalent","Male","Yes","Married",78,2,0,34,"Non-technology Related Job",247,5,62,"No","No",0.26,2005,501,"1"
60,241559,0.05,0.01,"Yes","High School or below","Male","Yes","Married",50,2,1,80,"Technology Related Job",55,1,236,"No","No",0.55,1220,406,"1"
60,187565,0.02,0.01,"Yes","PhD or equivalent","Female","Yes","Single",26,1,4,30,"Others",209,182,49,"No","No",0.11,1719,343,"0"
63,239283,0.02,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",50,2,2,72,"Technology Related Job",436,372,182,"No","No",0.88,1519,759,"0"
24,73700,0.03,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",108,2,1,74,"Others",453,268,58,"No","No",0.68,3736,622,"1"
76,32156,0,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",64,0,2,15,"Others",209,77,72,"No","No",0.2,3357,839,"0"
17,184272,0.06,0,"Yes","Bachelor or equivalent","Female","Yes","Single",109,2,6,84,"Others",158,114,62,"No","No",0.94,3252,650,"1"
53,4939,0.02,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",110,1,2,22,"Non-technology Related Job",45,359,59,"Yes","No",0.23,1704,340,"0"
20,84374,0.07,0.03,"Yes","Master or equivalent","Male","No","Married",69,3,2,2,"Technology Related Job",335,490,36,"No","No",0.35,6576,730,"0"
28,16571,0.01,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",6,2,4,5,"Non-technology Related Job",10,305,236,"No","No",0.89,2506,626,"1"
79,141609,0,0.03,"Yes","High School or below","Male","Yes","Married",72,3,0,57,"Technology Related Job",89,441,206,"No","No",0.45,4958,708,"0"
20,160182,0.06,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",41,1,7,64,"Others",360,147,116,"No","No",0.03,4811,801,"1"
39,230346,0.02,0.02,"Yes","High School or below","Female","Yes","Single",109,3,5,73,"Others",84,452,51,"No","No",0.06,1795,598,"0"
29,41359,0.05,0,"Yes","Bachelor or equivalent","Male","Yes","Single",13,3,3,29,"Non-technology Related Job",351,24,242,"No","No",0.45,2077,692,"1"
26,227545,0.05,0,"Yes","High School or below","Male","Yes","Single",13,1,7,4,"Others",160,437,158,"No","No",0.9,3783,945,"1"
39,166654,0.07,0.03,"Yes","High School or below","Male","Yes","Married",15,3,5,50,"Others",487,295,182,"No","No",0.16,3570,595,"0"
76,20431,0,0.03,"Yes","High School or below","Female","Yes","Single",85,1,5,54,"Others",386,474,177,"No","Yes",0.27,5292,661,"0"
45,66154,0,0,"Yes","Master or equivalent","Female","No","Single",66,0,4,96,"Technology Related Job",397,20,227,"No","No",0.98,4760,680,"1"
67,129220,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",21,0,5,60,"Others",166,136,228,"No","No",0.25,4628,925,"1"
78,109075,0.01,0.02,"Yes","PhD or equivalent","Male","Yes","Single",37,3,1,92,"Non-technology Related Job",24,329,53,"No","No",0.63,2100,1050,"1"
27,215892,0,0,"Yes","PhD or equivalent","Female","Yes","Single",68,2,1,61,"Non-technology Related Job",205,272,134,"No","Yes",0.92,1532,510,"1"
22,140652,0.07,0.03,"Yes","High School or below","Male","Yes","Married",51,3,4,80,"Technology Related Job",464,438,88,"No","No",0.35,4478,639,"0"
17,184272,0.06,0,"Yes","Bachelor or equivalent","Female","Yes","Single",109,2,6,84,"Others",158,114,62,"No","No",0.94,1943,647,"1"
50,53431,0.05,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",32,1,0,48,"Others",300,87,8,"No","No",0.61,744,372,"0"
12,27010,0.01,0.01,"Yes","Master or equivalent","Male","No","Single",114,1,0,2,"Technology Related Job",282,332,172,"No","No",0.62,2942,980,"1"
54,160405,0.05,0.02,"No","PhD or equivalent","Male","Yes","Married",109,1,3,65,"Others",476,232,110,"No","Yes",0.82,2109,703,"0"
62,125266,0.06,0.02,"Yes","Master or equivalent","Male","No","Married",98,3,1,33,"Technology Related Job",433,311,68,"No","No",0.62,5718,1143,"1"
47,192657,0.01,0,"Yes","Bachelor or equivalent","Female","No","Single",12,3,3,97,"Others",469,375,107,"No","No",0.88,423,423,"1"
65,65049,0.04,0.03,"Yes","Master or equivalent","Female","Yes","Married",77,1,7,46,"Others",354,480,225,"No","No",0.32,5399,899,"0"
58,11535,0.03,0,"Yes","Bachelor or equivalent","Female","No","Single",56,2,4,65,"Others",182,381,2,"No","No",0.81,5097,1019,"0"
15,187571,0,0.03,"Yes","Bachelor or equivalent","Male","No","Single",39,3,1,95,"Non-technology Related Job",457,236,199,"No","No",0.18,4063,677,"0"
31,239594,0.05,0.01,"Yes","High School or below","Female","Yes","Married",70,2,4,85,"Others",162,59,246,"No","No",0.84,1949,649,"1"
65,172776,0.05,0,"Yes","High School or below","Male","Yes","Married",3,3,7,67,"Technology Related Job",157,373,140,"No","No",0.78,1156,1156,"0"
