model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,failed_main_inspection,condition
 A Class,2014,13750,Automatic,29652,Diesel,20,64.2,2.1,Mercedes,0.0,4
 A Class,2017,17498,Manual,7730,Diesel,30,62.8,2.1,Mercedes,0.0,5
 A3,2014,13299,Manual,19202,Petrol,30,54.3,1.4,Audi,0.0,4
 A5,2019,30000,Manual,3600,Petrol,145,37.2,2.0,Audi,0.0,5
 Golf,2017,11975,Manual,29832,Petrol,150,54.3,1.4,VW,0.0,1
 Q2,2019,21970,Manual,6252,Diesel,145,47.9,1.6,Audi,0.0,5
 Passat,2014,9500,Manual,38400,Diesel,30,61.4,2.0,VW,0.0,1
 A4,2017,19025,Automatic,9403,Petrol,145,51.4,1.4,Audi,0.0,1
 A Class,2016,15100,Automatic,32237,Diesel,115,58.9,2.1,Mercedes,0.0,1
 C Class,2020,35490,Automatic,2152,Diesel,145,48.7,2.0,Mercedes,0.0,4
 GLA Class,2018,17800,Automatic,14992,Diesel,150,64.2,2.1,Mercedes,0.0,3
 Polo,2011,5299,Manual,60800,Petrol,125,51.4,1.2,VW,0.0,1
 C Class,2019,30980,Semi-Auto,12,Diesel,145,61.4,2.0,Mercedes,0.0,1
 Golf,2016,12300,Manual,58696,Diesel,20,67.3,2.0,VW,0.0,3
 C Class,2018,24750,Automatic,11830,Petrol,145,46.3,1.5,Mercedes,0.0,3
 Golf,2017,16500,Manual,11748,Petrol,150,55.4,1.5,VW,0.0,2
 A6,2016,15995,Manual,30183,Diesel,30,64.2,2.0,Audi,0.0,5
 GLC Class,2019,29980,Semi-Auto,7468,Petrol,145,31.7,2.0,Mercedes,0.0,5
 E Class,2019,24780,Semi-Auto,1600,Diesel,145,72.4,2.0,Mercedes,0.0,1
 Passat,2016,8793,Manual,163800,Diesel,20,67.3,2.0,VW,1.0,4
 Scirocco,2016,15495,Manual,31217,Diesel,30,64.2,2.0,VW,0.0,5
 A3,2016,18000,Automatic,23595,Petrol,125,49.6,2.0,Audi,0.0,3
 A Class,2017,14891,Manual,19956,Diesel,20,72.4,1.5,Mercedes,0.0,1
 C Class,2019,20299,Semi-Auto,20042,Petrol,150,46.3,1.5,Mercedes,1.0,3
 Golf,2017,13690,Semi-Auto,7880,Petrol,0,65.7,1.0,VW,0.0,2
 A Class,2018,18220,Automatic,8288,Diesel,145,68.9,1.5,Mercedes,0.0,3
 Q3,2016,18400,Manual,19255,Diesel,145,52.3,2.0,Audi,0.0,5
 CL Class,2019,30299,Semi-Auto,6217,Petrol,145,40.4,2.0,Mercedes,0.0,1
 Q3,2020,29990,Automatic,1200,Diesel,145,47.1,0.0,Audi,0.0,3
 A Class,2019,18964,Semi-Auto,12242,Diesel,145,65.7,1.5,Mercedes,0.0,1
 A5,2019,24260,Semi-Auto,7220,Petrol,145,40.4,2.0,Audi,0.0,1
 A3,2015,11385,Manual,36000,Diesel,20,72.4,1.6,Audi,0.0,3
 A4,2016,12499,Manual,46563,Diesel,0,72.4,2.0,Audi,0.0,3
 A5,2016,17698,Manual,43816,Diesel,145,56.5,2.0,Audi,0.0,2
 Q5,2014,18420,Automatic,76000,Diesel,260,41.5,3.0,Audi,0.0,2
 A Class,2015,11295,Automatic,69512,Diesel,20,64.2,2.1,Mercedes,0.0,1
 Golf,2016,12700,Manual,27167,Diesel,0,74.3,1.6,VW,0.0,2
 C Class,2017,16700,Automatic,26329,Diesel,30,61.4,2.1,Mercedes,0.0,1
 Golf,2017,14291,Semi-Auto,16574,Petrol,30,53.3,1.4,VW,0.0,2
 Scirocco,2015,9475,Manual,125999,Diesel,30,53.3,2.0,VW,1.0,3
 Polo,2016,13995,Manual,26331,Petrol,150,47.0,1.8,VW,1.0,2
 Scirocco,2016,14350,Manual,33600,Diesel,20,55.4,2.0,VW,0.0,2
 Polo,2015,8500,Automatic,30344,Petrol,20,60.1,1.2,VW,0.0,2
 CL Class,2017,15970,Manual,21867,Diesel,20,67.3,2.1,Mercedes,0.0,5
 A Class,2017,18495,Semi-Auto,16860,Diesel,145,67.3,2.1,Mercedes,0.0,3
 Q5,2020,40945,Semi-Auto,2400,Diesel,145,38.2,2.0,Audi,0.0,1
 A Class,2017,17192,Semi-Auto,25288,Diesel,20,74.3,1.5,Mercedes,0.0,1
 Q3,2019,29490,Automatic,11549,Petrol,150,31.7,2.0,Audi,0.0,1
 A6,2015,16995,Semi-Auto,36000,Diesel,30,64.2,2.0,Audi,0.0,1
 Polo,2017,10650,Manual,8414,Petrol,150,60.1,1.2,VW,0.0,1
 GLC Class,2016,20998,Semi-Auto,29636,Diesel,125,56.5,2.1,Mercedes,0.0,3
 B Class,2017,16852,Semi-Auto,24404,Diesel,20,67.3,2.1,Mercedes,0.0,1
 Polo,2016,14495,Semi-Auto,31561,Petrol,125,50.4,1.8,VW,0.0,3
 Q2,2019,26695,Semi-Auto,4236,Petrol,145,39.8,1.5,Audi,0.0,1
 Golf,2017,12249,Manual,25385,Petrol,30,53.3,1.4,VW,0.0,5
 C Class,2015,12295,Automatic,65552,Hybrid,0,78.5,2.1,Mercedes,0.0,1
 Golf,2017,12000,Manual,21248,Petrol,30,55.4,1.4,VW,0.0,1
 A1,2016,12900,Manual,22113,Petrol,30,56.5,1.4,Audi,0.0,2
 Polo,2016,9850,Manual,25217,Petrol,20,60.1,1.2,VW,0.0,5
 Golf,2017,12691,Manual,24364,Petrol,30,53.3,1.4,VW,0.0,3
 Tiguan,2016,10950,Manual,66298,Diesel,150,53.3,2.0,VW,0.0,1
 Polo,2015,7795,Manual,32400,Petrol,20,60.1,1.2,VW,0.0,1
 A Class,2015,10490,Semi-Auto,39852,Diesel,0,70.6,1.5,Mercedes,0.0,1
 Polo,2016,9498,Manual,17460,Petrol,20,60.1,1.2,VW,0.0,2
 Polo,2014,8997,Manual,19967,Petrol,20,58.9,1.2,VW,0.0,4
 A Class,2019,23632,Automatic,7679,Petrol,145,53.3,1.3,Mercedes,0.0,2
 Tiguan,2016,16995,Manual,21737,Diesel,125,58.9,2.0,VW,0.0,5
 A Class,2017,18480,Manual,12056,Diesel,145,80.7,1.5,Mercedes,0.0,4
 B Class,2019,26395,Semi-Auto,6889,Diesel,145,54.3,2.0,Mercedes,0.0,1
 A4,2017,16750,Manual,8000,Petrol,145,52.3,1.4,Audi,0.0,1
 Golf,2016,18999,Manual,7907,Petrol,145,47.1,2.0,VW,0.0,2
 Polo,2017,14000,Automatic,12757,Petrol,145,61.4,1.4,VW,0.0,1
 A3,2019,24991,Semi-Auto,2096,Diesel,145,50.4,2.0,Audi,0.0,4
 Q5,2018,29995,Semi-Auto,11680,Diesel,145,55.4,2.0,Audi,0.0,5
 Up,2013,5999,Manual,61072,Petrol,20,60.1,1.0,VW,1.0,4
 CL Class,2020,30389,Semi-Auto,800,Diesel,145,55.4,2.0,Mercedes,0.0,5
 A Class,2019,18904,Semi-Auto,6278,Diesel,145,68.9,1.5,Mercedes,0.0,4
 A3,2018,20960,Semi-Auto,12331,Petrol,145,56.5,1.5,Audi,0.0,1
 A6,2015,17495,Semi-Auto,20800,Diesel,30,64.2,2.0,Audi,0.0,1
 A3,2019,32499,Semi-Auto,3600,Petrol,150,34.5,2.0,Audi,0.0,5
 Q5,2019,30950,Semi-Auto,4920,Diesel,145,39.2,2.0,Audi,0.0,5
 Q2,2019,23444,Semi-Auto,5424,Petrol,145,42.2,1.5,Audi,0.0,4
 Q3,2016,19298,Semi-Auto,12816,Diesel,160,50.4,2.0,Audi,0.0,1
 Polo,2017,11990,Semi-Auto,41762,Petrol,150,60.1,1.2,VW,1.0,4
 A Class,2019,20776,Semi-Auto,5377,Diesel,145,65.7,1.5,Mercedes,0.0,5
 A6,2016,14295,Manual,28037,Diesel,30,65.7,2.0,Audi,0.0,1
 Q5,2015,13063,Manual,67084,Diesel,160,50.4,2.0,Audi,0.0,1
 Passat,2017,15992,Semi-Auto,20028,Diesel,125,60.1,2.0,VW,0.0,2
 Polo,2016,10495,Manual,12382,Petrol,20,60.1,1.2,VW,0.0,1
 A4,2017,21990,Automatic,8390,Diesel,145,65.7,2.0,Audi,0.0,5
 A1,2016,16000,Semi-Auto,20376,Petrol,30,70.6,1.4,Audi,0.0,3
 C Class,2019,24999,Automatic,4358,Diesel,145,60.1,2.1,Mercedes,0.0,1
 A4,2018,18288,Semi-Auto,25078,Petrol,150,51.4,1.4,Audi,0.0,1
 C Class,2019,44990,Automatic,15999,Petrol,145,28.5,4.0,Mercedes,0.0,2
 Q5,2019,38000,Semi-Auto,4560,Diesel,145,38.2,2.0,Audi,0.0,2
 Tiguan,2015,16249,Automatic,31839,Diesel,160,49.6,2.0,VW,0.0,3
 Up,2017,7495,Manual,16000,Petrol,145,64.2,1.0,VW,0.0,5
 Golf,2016,10999,Manual,55633,Diesel,0,74.3,1.6,VW,1.0,2
 TT,2016,17000,Manual,7488,Petrol,160,46.3,1.8,Audi,0.0,5
 Passat,2017,23792,Semi-Auto,39295,Hybrid,135,166.0,1.4,VW,1.0,4
 C Class,2017,24124,Automatic,28049,Diesel,125,61.4,2.1,Mercedes,0.0,1
 Polo,2016,8298,Manual,33920,Petrol,20,60.1,1.2,VW,0.0,5
 E Class,2015,17490,Semi-Auto,15644,Diesel,125,61.4,2.1,Mercedes,0.0,2
 C Class,2017,20100,Automatic,19478,Diesel,20,67.3,2.1,Mercedes,0.0,2
 Polo,2017,10995,Manual,16757,Petrol,145,60.1,1.0,VW,0.0,4
 C Class,2017,19750,Semi-Auto,22367,Petrol,150,41.5,2.0,Mercedes,0.0,1
 TT,2016,16500,Manual,33731,Diesel,30,62.8,2.0,Audi,0.0,1
 Touran,2017,18992,Semi-Auto,6704,Diesel,30,65.7,1.6,VW,0.0,5
 Q2,2017,19990,Automatic,13592,Diesel,145,57.7,2.0,Audi,0.0,1
 Q3,2015,17000,Semi-Auto,34992,Petrol,145,47.9,1.4,Audi,0.0,5
 A Class,2019,21690,Automatic,9047,Diesel,145,56.5,2.0,Mercedes,0.0,1
 C Class,2019,30599,Semi-Auto,1807,Diesel,145,54.3,1.6,Mercedes,0.0,2
 A5,2015,16000,Automatic,54600,Diesel,200,44.8,3.0,Audi,0.0,4
 A1,2015,7990,Manual,24800,Diesel,0,80.7,1.6,Audi,0.0,1
 Polo,2016,10000,Manual,41427,Petrol,20,60.1,1.2,VW,1.0,3
 3 Series,2012,8990,Manual,52000,Diesel,125,60.1,2.0,BMW,0.0,1
 GLC Class,2019,34460,Automatic,7875,Diesel,145,56.5,2.1,Mercedes,0.0,1
 A3,2016,16600,Manual,13434,Diesel,20,65.7,2.0,Audi,0.0,3
 Polo,2017,10295,Manual,26560,Petrol,20,60.1,1.2,VW,0.0,1
 E Class,2014,9500,Semi-Auto,64067,Diesel,30,58.9,2.1,Mercedes,0.0,1
 1 Series,2012,9440,Automatic,38576,Diesel,30,62.8,2.0,BMW,0.0,5
 E Class,2017,24989,Automatic,8620,Diesel,145,58.9,2.0,Mercedes,0.0,3
 A Class,2020,25490,Semi-Auto,1600,Petrol,145,45.6,2.0,Mercedes,0.0,4
 Q3,2017,19445,Manual,16890,Petrol,150,49.6,1.4,Audi,0.0,5
 A Class,2019,17690,Manual,10464,Petrol,145,28.5,1.3,Mercedes,0.0,1
 Polo,2017,9990,Manual,8588,Petrol,145,58.9,1.0,VW,0.0,4
 Up,2013,5965,Manual,41935,Petrol,20,60.1,1.0,VW,0.0,5
 Q3,2016,20450,Semi-Auto,18800,Diesel,165,50.4,2.0,Audi,0.0,2
 GLA Class,2017,17495,Semi-Auto,32252,Diesel,30,64.2,2.1,Mercedes,0.0,1
 A4,2016,13725,Manual,39112,Diesel,0,74.3,2.0,Audi,0.0,1
 C Class,2017,15872,Manual,24000,Petrol,125,53.3,2.0,Mercedes,0.0,1
 CL Class,2019,26699,Semi-Auto,2427,Petrol,145,44.8,1.3,Mercedes,0.0,4
 Golf,2017,14562,Manual,23413,Petrol,145,54.3,1.4,VW,1.0,4
 Golf,2014,17981,Manual,19643,Petrol,205,39.8,2.0,VW,0.0,2
 Touran,2014,11395,Manual,11197,Diesel,125,61.4,1.6,VW,0.0,2
 E Class,2019,39999,Semi-Auto,4519,Petrol,145,32.1,3.0,Mercedes,0.0,1
 A Class,2018,21399,Semi-Auto,2622,Petrol,145,53.3,1.3,Mercedes,0.0,2
 A Class,2019,22480,Semi-Auto,11575,Diesel,145,67.3,1.5,Mercedes,0.0,1
 A Class,2016,15990,Manual,15772,Diesel,30,62.8,2.1,Mercedes,0.0,3
 Golf,2016,11498,Manual,17044,Diesel,0,74.3,1.6,VW,0.0,2
 Tiguan,2017,18495,Semi-Auto,20108,Diesel,160,49.6,2.0,VW,0.0,2
 A5,2018,22990,Automatic,13360,Petrol,145,52.3,1.4,Audi,0.0,2
 A3,2014,13950,Automatic,14606,Petrol,20,60.1,1.4,Audi,0.0,3
 A4,2020,34798,Semi-Auto,5598,Petrol,145,38.2,2.0,Audi,0.0,4
 Q3,2019,28490,Manual,8,Diesel,145,42.8,2.0,Audi,0.0,3
 C Class,2017,21998,Automatic,24506,Diesel,30,61.4,2.1,Mercedes,0.0,5
 A3,2019,23995,Semi-Auto,12340,Petrol,145,42.2,1.5,Audi,0.0,5
 Q3,2019,28000,Manual,3200,Petrol,145,42.2,1.5,Audi,0.0,1
 Q2,2017,21390,Semi-Auto,16097,Diesel,145,57.7,2.0,Audi,0.0,5
 A Class,2019,23450,Automatic,1840,Diesel,145,56.5,2.0,Mercedes,0.0,2
 Golf,2017,17300,Semi-Auto,34589,Diesel,150,57.7,2.0,VW,0.0,4
 A5,2020,27450,Semi-Auto,62,Diesel,145,47.1,2.0,Audi,0.0,2
 A Class,2016,16500,Manual,13587,Diesel,30,62.8,2.1,Mercedes,0.0,1
 A Class,2016,15999,Manual,19213,Petrol,145,49.6,1.6,Mercedes,0.0,1
 GLC Class,2019,28990,Semi-Auto,7010,Diesel,145,56.5,2.1,Mercedes,0.0,2
 A Class,2016,14480,Manual,17237,Diesel,20,72.4,1.5,Mercedes,0.0,5
 A4,2015,17995,Automatic,24000,Diesel,200,39.8,3.0,Audi,0.0,2
 Q7,2018,52495,Automatic,19551,Diesel,145,39.2,4.0,Audi,0.0,3
 A Class,2020,23980,Manual,12,Petrol,145,47.1,1.3,Mercedes,0.0,5
 A Class,2017,16500,Manual,15175,Petrol,145,51.4,1.6,Mercedes,0.0,1
 Golf,2017,18990,Manual,15668,Diesel,145,60.1,2.0,VW,0.0,2
 1 Series,2010,7990,Automatic,48000,Diesel,145,53.3,2.0,BMW,0.0,3
 Golf,2017,18299,Automatic,24125,Petrol,145,44.1,2.0,VW,0.0,5
 CLS Class,2019,68000,Semi-Auto,6957,Petrol,145,31.7,3.0,Mercedes,0.0,4
 Golf,2015,8700,Manual,45043,Diesel,0,74.3,1.6,VW,0.0,1
 A Class,2018,20000,Semi-Auto,6060,Diesel,145,65.7,1.5,Mercedes,0.0,2
 A3,2015,11000,Automatic,30951,Diesel,20,72.4,1.6,Audi,0.0,1
 A4,2019,23990,Manual,4000,Petrol,145,38.2,2.0,Audi,0.0,1
 A6,2020,38500,Automatic,2400,Petrol,145,34.0,2.0,Audi,0.0,5
 C Class,2017,20490,Semi-Auto,40185,Diesel,20,67.3,2.1,Mercedes,0.0,1
 TT,2017,17599,Manual,5217,Petrol,145,47.1,1.8,Audi,0.0,1
 A5,2017,27995,Semi-Auto,24380,Petrol,150,36.7,3.0,Audi,0.0,5
 Tiguan,2016,17990,Manual,15942,Petrol,150,48.7,1.4,VW,0.0,4
 Touareg,2017,24990,Semi-Auto,19989,Diesel,235,42.8,3.0,VW,0.0,1
 Q2,2019,26000,Automatic,4000,Diesel,145,46.3,1.6,Audi,0.0,1
 Passat,2017,14250,Semi-Auto,16134,Petrol,145,56.5,1.4,VW,0.0,4
 A1,2019,21840,Semi-Auto,2572,Petrol,145,44.8,1.5,Audi,0.0,4
 A1,2015,11995,Manual,31883,Diesel,0,80.7,1.6,Audi,0.0,3
 Golf,2014,9190,Semi-Auto,53174,Petrol,30,56.5,1.4,VW,0.0,1
 Golf,2015,9900,Semi-Auto,34605,Diesel,20,67.3,1.6,VW,0.0,2
 Polo,2016,8795,Manual,12000,Petrol,20,60.1,1.0,VW,0.0,3
 A Class,2017,14700,Semi-Auto,45109,Diesel,20,68.9,2.1,Mercedes,0.0,2
 A3,2019,19000,Automatic,4799,Diesel,145,54.3,1.6,Audi,0.0,1
 A4,2016,12498,Manual,62615,Diesel,0,74.3,2.0,Audi,0.0,1
 C Class,2019,25999,Semi-Auto,8731,Petrol,145,46.3,1.5,Mercedes,0.0,1
 C Class,2019,25499,Semi-Auto,7168,Petrol,145,46.3,1.5,Mercedes,0.0,3
 C Class,2015,15495,Semi-Auto,16851,Petrol,125,52.3,2.0,Mercedes,0.0,2
 A4,2019,32000,Automatic,4000,Diesel,145,44.1,2.0,Audi,0.0,1
 C Class,2019,36980,Semi-Auto,6888,Petrol,145,29.4,3.0,Mercedes,0.0,4
 Q3,2016,17325,Manual,31640,Diesel,145,52.3,2.0,Audi,0.0,3
 E Class,2019,39129,Semi-Auto,800,Hybrid,135,188.3,2.0,Mercedes,0.0,1
 Tiguan,2015,15700,Semi-Auto,21913,Diesel,165,49.6,2.0,VW,0.0,4
 Golf,2015,14995,Semi-Auto,33624,Diesel,30,62.8,2.0,VW,0.0,4
 Tiguan,2017,16698,Manual,25361,Diesel,150,58.9,2.0,VW,1.0,1
 A3,2019,21229,Manual,3016,Diesel,145,51.4,1.6,Audi,0.0,3
 C Class,2015,17901,Semi-Auto,7680,Petrol,125,52.3,2.0,Mercedes,0.0,5
 Q2,2019,24756,Manual,3609,Petrol,145,39.2,1.5,Audi,0.0,5
 GLC Class,2018,31975,Automatic,8412,Diesel,145,56.5,2.1,Mercedes,0.0,3
 A3,2017,12250,Manual,30591,Diesel,20,70.6,1.6,Audi,0.0,2
 Golf,2015,13950,Manual,58288,Petrol,145,47.1,2.0,VW,0.0,5
 A4,2019,24490,Automatic,1034,Diesel,145,48.7,2.0,Audi,0.0,2
 Q3,2019,27950,Manual,96,Diesel,145,42.8,2.0,Audi,0.0,3
 Golf,2014,11200,Automatic,25200,Petrol,30,56.5,1.4,VW,0.0,2
 A3,2016,17400,Manual,18192,Petrol,30,57.6,1.4,Audi,0.0,1
 C Class,2016,17149,Semi-Auto,53753,Diesel,30,64.2,2.1,Mercedes,1.0,3
 GLA Class,2017,20282,Semi-Auto,18573,Diesel,150,56.5,2.1,Mercedes,0.0,2
 A1,2017,10495,Manual,29704,Petrol,0,67.3,1.0,Audi,0.0,2
 A5,2019,24992,Manual,6360,Diesel,145,64.2,2.0,Audi,0.0,2
 Polo,2017,8862,Manual,29921,Petrol,20,60.1,1.0,VW,0.0,2
 Q3,2019,32888,Semi-Auto,4817,Petrol,145,32.1,2.0,Audi,0.0,1
 Polo,2017,8699,Manual,25469,Petrol,20,60.1,1.0,VW,0.0,1
 A3,2017,14000,Manual,35192,Petrol,20,60.1,1.0,Audi,0.0,4
 CLS Class,2015,21000,Automatic,14365,Diesel,125,57.7,2.1,Mercedes,0.0,2
 E Class,2017,22999,Semi-Auto,16000,Diesel,30,65.7,2.0,Mercedes,0.0,1
 A5,2020,31690,Semi-Auto,2688,Diesel,145,50.4,2.0,Audi,0.0,4
 Golf SV,2017,11991,Manual,28156,Petrol,145,55.4,1.4,VW,0.0,1
 Golf,2017,27450,Semi-Auto,2898,Petrol,145,39.8,2.0,VW,0.0,4
 Tiguan,2015,17999,Semi-Auto,30001,Diesel,165,49.6,2.0,VW,1.0,4
 A Class,2016,12000,Manual,33197,Petrol,150,50.4,1.6,Mercedes,0.0,2
 Golf,2016,12799,Automatic,34932,Diesel,0,72.4,1.6,VW,0.0,1
 Tiguan,2013,13582,Manual,37800,Diesel,165,48.7,2.0,VW,1.0,3
 Polo,2015,8495,Manual,34720,Petrol,20,60.1,1.0,VW,1.0,4
 Touareg,2017,22980,Semi-Auto,64510,Diesel,145,42.8,3.0,VW,1.0,3
 Polo,2017,13690,Semi-Auto,7572,Petrol,145,60.1,1.2,VW,0.0,1
 E Class,2017,19199,Semi-Auto,26506,Diesel,20,72.4,2.0,Mercedes,0.0,4
 SL CLASS,2017,20490,Semi-Auto,6677,Diesel,145,70.6,2.1,Mercedes,0.0,2
 A6,2016,18350,Automatic,41804,Diesel,30,61.4,2.0,Audi,0.0,1
 GLA Class,2017,19799,Semi-Auto,7348,Diesel,150,56.5,2.1,Mercedes,0.0,5
 A1,2016,11995,Manual,18084,Petrol,30,57.6,1.4,Audi,0.0,4
 Q2,2019,25750,Semi-Auto,5156,Petrol,145,40.9,1.5,Audi,0.0,1
 SL CLASS,2016,18990,Semi-Auto,41718,Diesel,30,70.6,2.1,Mercedes,1.0,3
 Golf,2015,10994,Manual,34091,Diesel,20,68.9,2.0,VW,0.0,5
 A Class,2018,19998,Semi-Auto,3910,Petrol,145,53.3,1.3,Mercedes,0.0,5
 Q3,2016,18350,Semi-Auto,24517,Diesel,145,51.4,2.0,Audi,0.0,2
 A3,2016,17990,Semi-Auto,38560,Petrol,30,56.5,1.4,Audi,0.0,2
 GLA Class,2017,19932,Semi-Auto,23324,Diesel,125,56.5,2.1,Mercedes,0.0,2
 Q7,2018,36900,Semi-Auto,15400,Diesel,150,47.9,3.0,Audi,0.0,4
 A4,2016,14195,Manual,35762,Diesel,0,74.3,2.0,Audi,0.0,2
 A5,2019,24600,Automatic,7137,Petrol,145,39.8,2.0,Audi,0.0,5
 Q3,2019,30000,Automatic,2426,Petrol,150,38.2,1.5,Audi,0.0,1
 A Class,2017,17420,Manual,6534,Petrol,145,51.4,1.6,Mercedes,0.0,1
 A Class,2019,24495,Semi-Auto,6728,Diesel,150,67.3,1.5,Mercedes,0.0,1
 A4,2016,14300,Manual,36388,Diesel,20,70.6,2.0,Audi,0.0,2
 Up,2016,6700,Manual,16530,Petrol,20,62.8,1.0,VW,0.0,4
 Polo,2017,9980,Manual,13721,Petrol,20,58.9,1.0,VW,1.0,3
 Q3,2019,24990,Semi-Auto,10764,Petrol,145,39.2,1.5,Audi,0.0,3
 Golf,2017,16998,Semi-Auto,105680,Hybrid,135,156.9,1.4,VW,1.0,3
 C Class,2019,69399,Semi-Auto,1292,Petrol,145,28.0,4.0,Mercedes,0.0,3
 C Class,2019,31650,Automatic,6036,Petrol,145,44.1,2.0,Mercedes,0.0,2
 C Class,2019,42490,Automatic,8021,Petrol,145,29.1,3.0,Mercedes,0.0,2
 Q5,2016,19995,Semi-Auto,37620,Diesel,200,47.1,2.0,Audi,0.0,5
 Passat,2016,11699,Manual,42030,Diesel,20,67.3,2.0,VW,0.0,1
 A3,2017,19888,Automatic,33600,Petrol,30,56.5,1.4,Audi,1.0,3
 A6,2016,16500,Semi-Auto,52303,Diesel,30,61.4,2.0,Audi,0.0,1
 Q3,2019,34990,Automatic,5759,Petrol,145,32.1,2.0,Audi,0.0,5
 A Class,2017,15088,Manual,11069,Diesel,145,68.9,1.5,Mercedes,0.0,5
 C Class,2018,27449,Automatic,5839,Diesel,145,57.7,2.0,Mercedes,0.0,5
 E Class,2019,36799,Semi-Auto,2647,Diesel,145,48.7,3.0,Mercedes,0.0,1
 Polo,2017,10348,Manual,16588,Petrol,20,60.1,1.2,VW,0.0,1
 A1,2015,10899,Automatic,24683,Diesel,0,76.3,1.6,Audi,0.0,2
 Q2,2017,15991,Manual,5029,Petrol,150,55.4,1.0,Audi,0.0,1
 E Class,2017,22499,Semi-Auto,15594,Diesel,145,65.7,2.0,Mercedes,0.0,1
 Polo,2016,9320,Manual,19264,Petrol,20,58.9,1.0,VW,0.0,5
 GLA Class,2019,18990,Semi-Auto,12000,Petrol,145,44.8,1.6,Mercedes,0.0,1
 A3,2017,16000,Manual,16525,Petrol,150,50.4,2.0,Audi,0.0,1
 Q3,2019,27400,Automatic,6400,Diesel,150,47.1,2.0,Audi,0.0,1
 Polo,2016,7995,Manual,65015,Petrol,20,60.1,1.2,VW,1.0,5
 A5,2013,16000,Automatic,23844,Petrol,200,40.4,2.0,Audi,0.0,1
 A5,2018,23990,Automatic,17463,Diesel,145,70.6,2.0,Audi,0.0,2
 C Class,2014,16450,Semi-Auto,21625,Diesel,30,64.2,2.1,Mercedes,0.0,2
 Q2,2017,18995,Manual,17993,Petrol,145,50.4,1.4,Audi,0.0,5
 A3,2016,13900,Manual,22387,Petrol,20,60.1,1.0,Audi,0.0,1
 A Class,2020,25879,Semi-Auto,800,Petrol,145,53.3,1.3,Mercedes,0.0,3
 C Class,2019,28990,Automatic,2855,Diesel,145,61.4,2.0,Mercedes,0.0,3
 A3,2016,11995,Manual,28400,Petrol,20,60.1,1.0,Audi,0.0,2
 TT,2017,16465,Manual,33359,Petrol,150,47.1,1.8,Audi,0.0,1
 Touran,2016,16017,Semi-Auto,13260,Diesel,30,65.7,1.6,VW,0.0,3
 A6,2019,28800,Automatic,2836,Diesel,145,47.9,2.0,Audi,0.0,1
 GLE Class,2019,49399,Automatic,4345,Diesel,145,36.7,3.0,Mercedes,0.0,1
 Q2,2017,16495,Manual,21200,Petrol,145,52.3,1.4,Audi,0.0,1
 E Class,2016,17250,Automatic,57162,Diesel,125,61.4,2.1,Mercedes,1.0,5
 A Class,2019,20280,Semi-Auto,9068,Diesel,145,65.7,1.5,Mercedes,0.0,2
 Golf,2017,17770,Automatic,26051,Petrol,20,60.1,1.4,VW,1.0,4
 GLE Class,2019,48291,Automatic,8668,Petrol,145,30.1,3.0,Mercedes,0.0,1
 C Class,2019,29480,Semi-Auto,3199,Diesel,145,54.3,1.6,Mercedes,0.0,2
 GLC Class,2019,28299,Semi-Auto,9863,Diesel,145,41.5,2.1,Mercedes,0.0,1
 A4,2019,25500,Automatic,400,Diesel,145,50.4,2.0,Audi,0.0,2
 A4,2019,23000,Manual,800,Petrol,145,39.2,2.0,Audi,0.0,2
 A3,2015,15990,Manual,34880,Diesel,20,67.3,2.0,Audi,0.0,1
 A6,2016,20481,Semi-Auto,9232,Diesel,30,61.4,2.0,Audi,0.0,1
 Golf,2017,18058,Automatic,22766,Diesel,145,57.7,2.0,VW,0.0,4
 E Class,2016,19290,Automatic,25211,Diesel,165,51.4,3.0,Mercedes,0.0,4
 A Class,2016,13699,Automatic,25453,Diesel,0,76.4,1.5,Mercedes,0.0,4
 A3,2016,10000,Manual,60246,Diesel,20,68.9,2.0,Audi,0.0,1
 Q2,2020,24988,Automatic,1200,Petrol,145,42.2,0.0,Audi,0.0,1
 A3,2019,24212,Manual,4800,Diesel,145,51.4,1.6,Audi,0.0,1
 A Class,2017,13495,Manual,24000,Petrol,150,51.4,1.6,Mercedes,0.0,1
 Q3,2019,26925,Semi-Auto,5062,Diesel,145,48.7,2.0,Audi,0.0,3
 A3,2014,11498,Manual,42408,Petrol,30,55.4,1.4,Audi,0.0,2
 C Class,2017,18900,Automatic,25339,Petrol,145,47.9,2.0,Mercedes,0.0,1
 C Class,2016,18799,Semi-Auto,16092,Petrol,125,51.4,2.0,Mercedes,0.0,3
 A Class,2018,15000,Manual,16017,Petrol,145,51.4,1.6,Mercedes,0.0,2
 Tiguan,2015,9490,Manual,84000,Diesel,125,56.5,2.0,VW,1.0,3
 A1,2017,14990,Manual,20333,Diesel,0,76.3,1.6,Audi,0.0,1
 4 Series,2013,16990,Automatic,38216,Petrol,165,44.1,2.0,BMW,0.0,2
 A1,2016,14480,Manual,14705,Petrol,30,56.5,1.4,Audi,0.0,1
 E Class,2016,18795,Automatic,29598,Diesel,160,51.4,3.0,Mercedes,0.0,1
 C Class,2019,20999,Semi-Auto,9915,Diesel,145,61.4,2.0,Mercedes,0.0,3
 Q2,2019,24479,Manual,2848,Petrol,145,43.5,1.5,Audi,0.0,3
